LastUpdate;Name;PriceBTC;PriceEUR;PriceUSD;1HChange;MaxSupply
1518317946;Decred;0.00875726;58.897887153;72.1231;-2.63;21000000.0
1518318246;Decred;0.00881426;59.527508883;72.8941;-1.26;21000000.0
1518318546;Decred;0.00878508;59.153900658;72.4366;-1.51;21000000.0
1518318846;Decred;0.00877997;58.736521065;71.9255;-1.89;21000000.0
1518319145;Decred;0.00878056;58.213959528;71.2856;-2.51;21000000.0
1518319446;Decred;0.00876077;58.237805124;71.3148;-2.3;21000000.0
1518319746;Decred;0.00876225;57.809156037;70.7899;-3.05;21000000.0
1518320046;Decred;0.0087612;57.883306041;70.8807;-2.95;21000000.0
1518320346;Decred;0.00874442;58.169208204;71.2308;-2.47;21000000.0
1518320647;Decred;0.0087441;57.84435279;70.833;-2.86;21000000.0
1518320946;Decred;0.00876641;57.695889456;70.6512;-3.11;21000000.0
1518321247;Decred;0.0087848;57.815852403;70.7981;-2.74;21000000.0
1518321546;Decred;0.00890156;58.522074027;71.6629;-1.38;21000000.0
1518321846;Decred;0.00895573;59.062928076;72.3252;-0.08;21000000.0
1518322146;Decred;0.00884474;58.596060705;71.7535;-0.5;21000000.0
1518322446;Decred;0.00883337;58.67159898;71.846;0.03;21000000.0
1518322745;Decred;0.00904029;59.966284182;73.4314;2.31;21000000.0
1518323046;Decred;0.00896791;59.758206858;73.1766;2.48;21000000.0
1518323345;Decred;0.0090676;60.386276991;73.9457;3.8;21000000.0
1518323646;Decred;0.00896129;59.5404933;72.91;2.76;21000000.0
1518323946;Decred;0.00890811;59.226662391;72.5257;2.22;21000000.0
1518324246;Decred;0.00892114;58.969260615;72.2105;1.74;21000000.0
1518324546;Decred;0.00888059;58.450863891;71.5757;0.53;21000000.0
1518324847;Decred;0.00893588;58.388800011;71.4997;0.23;21000000.0
1518325146;Decred;0.00893592;58.589772654;71.7458;0.47;21000000.0
1518325446;Decred;0.00886236;57.877426305;70.8735;-1.26;21000000.0
1518325746;Decred;0.00886237;57.895392165;70.8955;-1.73;21000000.0
1518326046;Decred;0.00893818;58.471116315;71.6005;-1.37;21000000.0
1518326346;Decred;0.00884378;57.936713643;70.9461;-2.51;21000000.0
1518326646;Decred;0.00883653;57.690418035;70.6445;-2.96;21000000.0
1518326946;Decred;0.00884768;57.70715895;70.665;-3.02;21000000.0
1518327245;Decred;0.00884856;57.836839794;70.8238;-3.03;21000000.0
1518327546;Decred;0.00886887;58.131643224;71.1848;-2.12;21000000.0
1518327845;Decred;0.00891961;58.537834986;71.6822;-1.05;21000000.0
1518328145;Decred;0.00899378;59.452787238;72.8026;1.01;21000000.0
1518328445;Decred;0.00899373;59.562460647;72.9369;1.67;21000000.0
1518328746;Decred;0.00890643;59.19179229;72.483;1.39;21000000.0
1518329046;Decred;0.00899376;59.7163393512;73.1256;2.55;21000000.0
1518329346;Decred;0.00900699;59.4886637436;72.8468;2.35;21000000.0
1518329646;Decred;0.00892297;58.7965723611;71.9993;1.33;21000000.0
1518329945;Decred;0.00893391;58.7367952647;71.9261;1.42;21000000.0
1518330247;Decred;0.008885;58.384747365;71.495;0.73;21000000.0
1518330546;Decred;0.00894377;58.4358682152;71.5576;0.67;21000000.0
1518330846;Decred;0.00883542;57.8726405733;70.8679;-0.54;21000000.0
1518331146;Decred;0.00884721;57.9914598018;71.0134;-0.73;21000000.0
1518331446;Decred;0.00886665;57.7779118413;70.7519;-1.46;21000000.0
1518331746;Decred;0.00886655;58.0411107234;71.0742;-1.79;21000000.0
